B1_RSSI,B2_RSSI,B3_RSSI,B4_RSSI,Class
-68,-83,-82,-62,10
-70,-74,-80,-62,10
-69,-78,-78,-63,10
-72,-85,-78,-64,10
-69,-73,-84,-48,10
-69,-73,-84,-62,10
-71,-86,-84,-61,10
-69,-80,-80,-47,10
-74,-65,-77,-61,10
-75,-73,-80,-64,10
-73,-81,-80,-64,10
-73,-74,-69,-62,10
-73,-73,-69,-62,10
-70,-80,-69,-63,10
-72,-73,-80,-63,10
-85,-71,-80,-54,10
-73,-82,-79,-62,10
-72,-76,-81,-62,10
-72,-63,-81,-62,10
-71,-76,-81,-62,10
-70,-79,-72,-65,10
-70,-73,-72,-61,10
-72,-76,-85,-61,10
-72,-79,-81,-60,10
-70,-79,-65,-62,10
-73,-60,-65,-60,10
-69,-73,-79,-60,10
-72,-74,-73,-63,10
-70,-85,-73,-60,10
-70,-75,-73,-61,10
-70,-73,-86,-64,10
-79,0,-75,-54,11
-77,-75,-63,-72,11
-78,-75,-80,-69,11
-77,-82,-59,-56,11
-76,-78,-83,-67,11
-82,-82,-80,-67,11
-82,-76,-82,-67,11
-77,-84,-82,-71,11
-78,-77,-82,-69,11
-73,-79,-82,-59,11
-79,-77,-78,-67,11
-76,-77,-78,-62,11
-77,-78,-80,-72,11
-77,-80,-82,-67,11
-76,-66,-74,-67,11
-77,-79,-79,-68,11
-73,-81,-74,-67,11
-78,-77,-74,-65,11
-75,-77,-76,-55,11
-66,-80,-75,-70,11
-91,-81,-75,-73,11
-91,-75,-75,-67,11
-91,-78,-76,-71,11
-91,-78,-76,-71,11
-69,-88,-76,-78,11
-75,-80,-77,-70,11
-83,-76,-77,-70,11
-78,-80,-76,-67,11
-73,-81,-76,-70,11
-75,-87,-73,-73,11
-75,-79,-82,-73,11
-76,-79,-82,-66,11
-81,-76,-80,-68,11
-79,-79,-77,-70,11
-78,-78,-81,-58,11
-75,-87,-80,-72,11
-74,-75,-80,-71,11
-74,-75,-80,-63,11
-79,-80,-80,-71,11
-76,-86,-78,-53,11
-82,-84,-82,-70,11
-86,-77,-84,-67,11
-75,-77,-83,-65,11
-73,-77,-77,-65,11
-79,-78,-84,-72,11
-79,-76,-84,-58,11
-81,-77,-66,-66,11
-79,-80,-76,-69,11
-63,-77,-75,-71,11
-63,-77,-77,-73,11
-63,-79,-78,-71,11
-74,-74,-78,-72,11
-86,-80,-78,-70,11
-75,-78,-76,-71,11
-75,-80,-75,-67,11
-76,-74,-76,-71,11
-76,-78,-78,-69,11
-59,-78,-79,-69,11
-59,-75,-76,-72,11
-76,-76,-79,-67,11
-77,-80,-77,-67,11
-76,-76,-78,-53,11
-77,-76,-77,-67,11
-77,-76,-60,-70,11
-77,-75,-60,-74,11
-60,-87,-60,-71,11
-76,-87,-60,-68,11
-75,-62,-60,-70,11
-86,-76,-76,-70,11
-82,-76,-74,-73,11
-82,-76,-75,-66,11
-76,-80,-77,-71,11
-76,-80,-71,-65,11
-80,-80,-62,-70,11
-87,-87,-76,-70,11
-76,-75,-82,-67,11
-75,-76,-78,-67,11
-76,-60,-78,-63,11
-76,-85,-76,-72,11
-74,-85,-76,-73,11
-79,-75,-75,-70,11
-74,-75,-76,-71,11
-77,-75,-75,-69,11
-88,-62,-77,-68,11
-88,-77,-74,-52,11
-74,-77,-78,-73,11
-76,-86,-75,-66,11
-75,-75,-75,-66,11
-75,-77,-76,-60,11
-77,-81,-78,-70,11
-80,-75,-73,-70,11
-76,-80,-60,-70,11
-75,-79,-67,-69,11
-76,-76,-67,-66,11
-75,-79,-82,-58,11
-78,-81,-82,-70,11
-89,-64,-78,-67,11
-86,-77,-75,-68,11
-77,-76,-75,-72,11
-65,-86,-74,-56,11
-77,-75,-76,-70,11
-77,-78,-80,-66,11
-75,-79,-75,-67,11
-78,-79,-75,-71,11
-73,-84,-75,-67,11
-73,-78,-75,-68,11
-87,-76,-74,-68,11
-64,-85,-81,-67,11
-76,-76,-79,-69,11
-69,-79,-71,-71,11
-75,-80,-80,-70,11
-78,-80,-77,-69,11
-79,-77,-71,-69,11
-63,-77,-79,-68,11
-63,-68,-80,-70,11
-62,-77,-75,-68,11
-76,-78,-76,-70,11
-79,-68,-76,-71,11
-77,-77,-76,-70,11
-77,-83,-76,-56,11
-77,-77,-80,-67,11
-77,-78,-78,-69,11
-77,-79,-80,-70,11
-65,-88,-77,-61,11
-65,-69,-75,-69,11
-77,-61,-74,-68,11
-75,-77,-77,-71,11
-75,-80,-76,-70,11
-59,-82,-79,-66,11
-63,-76,-71,-51,11
-73,-83,-78,-69,11
-72,-74,-76,-66,11
-74,-76,-76,-57,11
-73,-75,-79,-67,11
-73,-76,-76,-71,11
-78,-76,-77,-66,11
-63,-76,-61,-70,11
-74,-75,-61,-69,11
-74,-69,-77,-67,11
-74,-77,-64,-67,11
-74,-76,-68,-71,11
-74,-80,-87,-69,11
-74,-80,-74,-68,11
-75,-69,-74,-72,11
-76,-79,-79,-71,11
-75,-69,-75,-66,11
-75,-69,-83,-67,11
-76,-75,-76,-66,11
-76,-80,-76,-67,11
-78,-80,-77,-71,11
-77,-80,-76,-71,11
-76,-77,-78,-62,11
-75,-81,-77,-65,11
-75,-78,-82,-55,11
-78,-78,-82,-72,11
-82,-78,-75,-61,11
-73,-78,-67,-68,11
-74,-77,-76,-66,11
-74,-76,-74,-69,11
-81,-76,-75,-67,11
-76,-81,-75,-57,11
-76,-59,-80,-50,11
-78,-75,-65,-70,11
-60,-77,-77,-66,11
-73,-77,-76,-68,11
-77,-78,-86,-70,11
-81,-77,-76,-68,11
-74,-76,-85,-70,11
-75,-87,-85,-56,11
-66,-77,-74,-56,11
-66,-63,-75,-68,11
-66,-77,-77,-70,11
-76,-80,-77,-70,11
-77,-60,-76,-70,11
-80,-77,-74,-66,11
-76,-77,-75,-66,11
-77,-77,-76,-71,11
-77,-79,-76,-65,11
-77,-79,-81,-73,11
-77,-78,-76,-67,11
-80,-77,-80,-61,11
-76,-80,-76,-70,11
-76,-77,-76,-71,11
-79,-78,-76,-52,11
-84,-78,-79,-72,11
-80,-81,-68,-67,11
-80,-69,-76,-71,11
-75,-82,-77,-69,11
-78,-82,-75,-57,11
-78,-76,-75,-55,11
-77,-80,-75,-73,11
-77,-78,-78,-66,11
-77,-75,-64,-71,11
-75,-75,-75,-67,11
-80,-79,-75,-67,11
-83,-78,-75,-71,11
-77,-77,-79,-69,11
-77,-77,-76,-70,11
-79,-78,-79,-57,11
-76,-76,-84,-70,11
-74,-76,-78,-71,11
-76,-78,-78,-69,11
-76,-69,-79,-69,11
-76,-79,-79,-53,11
-97,-80,-79,-73,11
-80,-78,-76,-70,11
-80,-77,-76,-68,11
-78,-81,-80,-71,11
-78,-79,-79,-70,11
-80,-79,-77,-65,11
-77,-77,-74,-65,11
-77,-76,-75,-72,11
-61,-79,-78,-68,11
-79,-72,-75,-71,11
-77,-63,-71,-68,11
-78,-63,-76,-67,11
-65,-79,-66,-57,11
-65,-77,-83,-68,11
-74,-80,-78,-72,11
-82,-69,-70,-67,11
-75,-78,-81,-72,11
-81,-78,-81,-61,11
-81,-80,-75,-73,11
-75,-78,-76,-69,11
-75,-81,-79,-63,11
-76,-78,-77,-73,11
-83,-77,-79,-70,11
-76,-78,-79,-71,11
-69,-79,-70,-66,11
-69,-79,-79,-66,11
-82,-77,-72,-72,11
-72,-80,-76,-71,11
-74,-77,-76,-67,11
-75,-72,-62,-66,11
-75,-72,-88,-76,11
-65,-79,-80,-73,11
-73,-75,-76,-77,11
-73,-77,-79,-65,11
-80,-78,-79,-56,11
-75,-79,-76,-66,11
-75,-77,-76,-75,11
-75,-78,-77,-66,11
-75,-76,-60,-71,11
-75,-79,-76,-69,11
-76,-80,-86,-69,11
-75,-80,-66,-54,11
-74,-76,-77,-71,11
-75,-68,-79,-70,11
-83,-79,-79,-74,11
-82,-78,-69,-73,11
-76,-78,-69,-71,11
-75,-78,-76,-74,11
-75,-78,-75,-72,11
-75,-80,-83,-56,11
-75,-81,-83,-71,11
-75,-79,-83,-71,11
-75,-79,-76,-70,11
-76,-79,-78,-52,11
-76,-81,-79,-65,11
-78,-81,-76,-68,11
-72,-78,-76,-70,11
-75,-79,-77,-70,11
-61,-71,-77,-72,11
-76,-80,-82,-71,11
-87,-82,-76,-71,11
-76,-79,-83,-56,11
-78,-78,-83,-70,11
-78,-79,-79,-72,11
-80,-79,-79,-65,11
-71,-81,-79,-71,11
-82,-81,-67,-70,11
-60,-81,-77,-65,11
-81,-84,-81,-72,11
-69,-78,-81,-56,11
-74,-82,-77,-69,11
-75,-82,-70,-68,11
-75,-77,-70,-73,11
-69,-77,-78,-71,11
-69,-76,-76,-66,11
-69,-63,-74,-57,11
-84,-81,-79,-62,11
-84,-81,-65,-56,11
-84,-81,-66,-73,11
-79,-80,-76,-74,11
-76,-78,-77,-70,11
-82,-68,-78,-66,11
-83,-80,-76,-72,11
-78,-78,-77,-72,11
-60,-78,-77,-67,11
-60,-78,-88,-73,11
-60,-78,-76,-66,11
-77,-78,-64,-67,11
-77,-78,-83,-70,11
-80,-78,-83,-66,11
-76,-76,-69,-66,11
-68,-78,-76,-73,11
-76,-77,-76,-70,11
-78,-79,-77,-70,11
-78,-79,-81,-70,11
-78,-86,-77,-73,11
-82,-56,0,-76,12
-70,-56,-77,-83,12
-83,-81,-77,-83,12
-82,-80,-75,-92,12
-81,-71,-76,-92,12
-89,-71,-76,-78,12
-89,-70,-76,-85,12
-84,-69,-76,-87,12
-83,-71,-60,-66,12
-77,-65,-75,-66,12
-77,-80,-75,-87,12
-71,-85,-75,-78,12
-82,-85,-75,-76,12
-82,-72,-76,-97,12
-84,-71,-77,-61,12
-91,-65,-74,-76,12
-90,-68,-76,-80,12
-90,-68,-75,-66,12
-90,-85,-77,-76,12
-90,-79,-69,-82,12
-65,-70,-69,-85,12
-86,-71,-76,-85,12
-87,-72,-75,-85,12
-87,-89,-76,-76,12
-87,-81,-76,-72,12
-80,-71,-76,-82,12
-80,-71,-76,-80,12
-80,-85,-76,-90,12
-76,-72,-76,-90,12
-90,-56,-75,-81,12
-90,-56,-75,-80,12
-83,-70,-75,-76,12
-83,-70,-75,-76,12
-86,-70,-61,-77,12
-80,-61,-74,-77,12
-89,-71,-74,-89,12
-89,-71,-74,-75,12
-89,-82,-74,-96,12
-91,-82,-76,-78,12
-91,-82,-75,-87,12
-91,-82,-77,-61,12
-91,-82,-77,-81,12
-85,-72,-77,-81,12
-91,-72,-61,-73,12
-84,-80,-76,-73,12
-84,-71,-75,-75,12
-86,-83,-75,-75,12
-90,-71,-74,-62,12
-79,-71,-75,-86,12
-79,-71,-75,-68,12
-93,-83,-76,-74,12
-88,-71,-74,-61,12
-84,-80,-74,-78,12
-84,-84,-74,-74,12
-68,-84,-75,-75,12
-68,-71,-60,-86,12
-84,-81,-75,-80,12
-86,-70,-60,-84,12
-70,-84,-75,-82,12
-84,-81,-77,-82,12
-84,-81,-76,-76,12
-90,-81,-61,-80,12
-74,-87,-76,-85,12
-92,-61,-76,-81,12
-80,-82,-76,-72,12
-80,-71,-77,-80,12
-81,-83,-74,-79,12
-81,-82,-60,-82,12
-88,-81,-76,-80,12
-92,-83,-75,-74,12
-90,-81,-76,-74,12
-90,-72,-75,-86,12
-90,-70,-74,-83,12
-89,-81,-74,-77,12
-81,-72,-74,-81,12
-93,-72,-75,-88,12
-93,-72,-75,-75,12
-93,-85,-61,-75,12
-85,-83,-75,-75,12
-82,-85,-75,-71,12
-80,-70,-75,-87,12
-90,-66,-73,-60,12
-90,-84,-74,-75,12
-89,-81,-75,-65,12
-67,-81,-75,-67,12
-80,-84,-75,-73,12
-80,-84,-75,-74,12
-74,-82,-74,-74,12
-91,-71,-75,-74,12
-81,-71,-61,-80,12
-69,-71,-75,-74,12
-81,-81,-76,-75,12
-82,-83,-75,-91,12
-89,-83,-75,-76,12
-85,-80,-75,-84,12
-89,-69,-66,-73,12
-83,-71,-75,-80,12
-88,-82,-61,-79,12
-81,-82,-61,-79,12
-88,-80,-60,-85,12
-88,-71,-76,-79,12
-69,-69,-76,-77,12
-91,-69,-75,-77,12
-85,-80,-75,-78,12
-89,-80,-59,-63,12
-70,-84,-59,-75,12
-88,-74,-75,-87,12
-88,-79,-75,-88,12
-88,-72,-65,-75,12
-88,-72,-61,-75,12
-83,-81,-77,-80,12
-75,-71,-75,-88,12
-89,-61,-61,-88,12
-89,-72,-76,-86,12
-82,-69,-61,-86,12
-82,-69,-61,-87,12
-83,-61,-76,-72,12
-83,-84,-75,-87,12
-85,-81,-75,-82,12
-85,-71,-76,-63,12
-85,-85,-61,-63,12
-71,-71,-77,-87,12
-87,-72,-77,-77,12
-81,-55,-75,-77,12
-81,-55,-76,-77,12
-81,-81,-76,-75,12
-82,-86,-76,-81,12
-80,-85,-74,-92,12
-81,-71,-76,-87,12
-91,-72,-73,-87,12
-90,-73,-75,-89,12
-93,-73,-76,-86,12
-93,-71,-76,-84,12
-82,-83,-76,-75,12
-72,-83,-75,-66,12
-87,-69,-75,-73,12
-87,-76,-75,-87,12
-90,-71,-69,-76,12
-74,-71,-75,-84,12
-91,-71,-75,-77,12
-81,-74,-76,-75,12
-84,-73,-76,-84,12
-84,-81,-75,-86,12
-89,-81,-75,-86,12
-89,-84,-75,-77,12
-85,-81,-75,-87,12
-69,-71,-75,-78,12
-93,-72,-75,-78,12
-93,-72,-76,-89,12
-83,-69,-76,-77,12
-84,-69,-61,-77,12
-80,-69,-69,-76,12
-80,-69,-74,-72,12
-84,-69,-76,-76,12
-86,-56,-65,-75,12
-86,-72,-65,-75,12
-79,-72,-76,-75,12
-94,-80,-76,-90,12
-81,-80,-76,-86,12
-81,-62,-76,-94,12
-83,-55,-76,-88,12
-87,-82,-76,-76,12
-85,-73,-59,-61,12
-89,-84,-59,-78,12
-89,-84,-68,-75,12
-89,-84,-75,-75,12
-80,-72,-75,-75,12
-86,-89,-78,-75,12
-86,-71,-71,-75,12
-88,-71,-75,-76,12
-88,-62,-74,-86,12
-88,-80,-75,-84,12
-81,-71,-60,-88,12
-74,-71,-61,-80,12
-74,-70,-61,-74,12
-74,-70,-76,-76,12
-93,-83,-77,-75,12
-72,-81,-75,-83,12
-81,-80,-75,-83,12
-81,-82,-77,-82,12
-86,-82,-77,-89,12
-86,-70,-75,-77,12
-83,-80,-61,-80,12
-91,-70,-76,-88,12
-82,-83,-75,-88,12
-82,-83,-75,-82,12
-92,-83,-76,-76,12
-92,-73,-76,-82,12
-92,-80,-74,-90,12
-92,-81,-74,-73,12
-83,-80,-69,-81,12
-81,-72,-69,-61,12
-79,-71,-73,-84,12
-88,-81,-73,-84,12
-88,-75,-73,-69,12
-80,-70,-76,-75,12
-80,-80,-74,-78,12
-85,-85,-76,-78,12
-85,-81,-77,-60,12
-85,-71,-74,-70,12
-89,-71,-75,-83,12
-89,-71,-61,-83,12
-91,-70,-60,-86,12
-91,-71,-74,-79,12
-91,-71,-74,-76,12
-91,-71,-75,-74,12
-91,-70,-75,-72,12
-75,-81,-76,-81,12
-80,-80,-75,-69,12
-90,-72,-75,-83,12
-90,-71,-75,-83,12
-90,-76,-65,-76,12
-81,-69,-75,-76,12
-85,-69,-60,-75,12
-82,-56,-74,-75,12
-87,-71,-69,-75,12
-81,-69,-77,-75,12
-81,-76,-74,-74,12
-87,-80,-75,-75,12
-79,-79,-75,-83,12
-79,-80,-76,-70,12
-92,-86,-74,-76,12
-81,-82,-75,-76,12
-81,-70,-75,-83,12
-80,-71,-75,-74,12
-80,-71,-76,-88,12
-89,-78,-77,-88,12
-86,-80,-66,-86,12
-89,-72,-75,-60,12
-85,-75,-75,-85,12
-80,-83,-61,-73,12
-84,-85,-61,-75,12
-84,-80,-61,-85,12
-89,-83,-60,-76,12
-88,-71,-77,-84,12
-87,-71,-77,-91,12
-82,-80,-76,-85,12
-85,-84,-61,-76,12
-66,-84,-66,-61,12
-82,-71,-75,-62,12
-76,-72,-60,-71,12
-84,-80,-74,-75,12
-82,-80,-61,-89,12
-89,-80,-76,-71,12
-89,-69,-76,-84,12
-80,-71,-75,-76,12
-80,-81,-76,-77,12
-80,-84,-76,-74,12
-65,-84,-76,-84,12
-80,-82,-75,-86,12
-72,-81,-75,-90,12
-81,-74,-61,-84,12
-79,-71,-76,-84,12
-87,-81,-74,-75,12
-91,-70,-75,-88,12
-82,-70,-75,-84,12
-66,-70,-75,-77,12
-82,-56,-77,-71,12
-82,-55,-74,-74,12
-88,-55,-69,-88,12
-82,-84,-61,-81,12
-90,-87,-75,-83,12
-65,-79,-60,-72,12
-83,-81,-76,-76,12
-83,-81,-76,-80,12
-78,-71,-75,-80,12
-81,-56,-61,-82,12
-86,-71,-74,-82,12
-87,-70,-74,-73,12
-75,-70,-76,-81,12
-75,-82,-61,-88,12
-75,-71,-75,-77,12
-75,-88,-75,-84,12
-84,-71,-76,-87,12
-86,-71,-78,-84,12
-88,-87,-60,-76,12
-83,-81,-76,-84,12
-83,-71,-76,-62,12
-80,-55,-61,-95,12
-80,-55,-61,-78,12
-82,-82,-76,-82,12
-80,-72,-76,-73,12
-92,-72,-74,-78,12
-84,-84,-74,-88,12
-91,-71,-75,-72,12
-82,-79,-75,-81,12
-82,-71,-75,-88,12
-83,-85,-61,-70,12
-79,-72,-74,-80,12
-83,-72,-75,-83,12
-83,-69,-74,-87,12
-83,-80,-75,-66,12
-82,-80,-74,-76,12
-71,-56,-66,-88,12
-71,-71,-75,-88,12
-87,-71,-74,-89,12
-86,-80,-75,-88,12
-84,-80,-59,-76,12
-84,-70,-74,-91,12
-75,-72,-59,-89,12
-71,0,0,-56,13
-75,-75,0,-52,13
-72,-76,-77,-55,13
-72,-68,-81,-55,13
-71,-77,-82,-46,13
-72,-75,-78,-55,13
-74,-80,-77,-55,13
-74,-81,-77,-55,13
-63,-83,-61,-55,13
-83,-60,-81,-55,13
-71,-66,-81,-57,13
-75,-75,-78,-55,13
-57,-77,-78,-53,13
-57,-75,-78,-55,13
-71,-83,-77,-51,13
-70,-77,-77,-53,13
-70,-78,-77,-55,13
-82,-78,-77,-58,13
-75,-94,-74,-58,13
-75,-73,-77,-46,13
-63,-74,-82,-46,13
-83,-74,-82,-36,13
-65,-74,-79,-54,13
-73,-75,-81,-56,13
-73,-76,-84,-38,13
-84,-74,-84,-53,13
-85,-75,-81,-52,13
-86,-78,-77,-42,13
-85,-74,-83,-47,13
-65,-77,-83,-54,13
-65,-74,-62,-47,13
-65,-75,-77,-57,13
-73,-76,-81,-56,13
-85,-78,-81,-35,13
-89,-82,-68,-44,13
-89,-61,-79,-53,13
-57,-75,-81,-44,13
-76,-78,-81,-54,13
-73,-78,-76,-55,13
-89,-85,-78,-55,13
-93,-71,-79,-52,13
-94,-76,-81,-57,13
-94,-80,-79,-53,13
-80,-76,-79,-57,13
-71,-75,-77,-52,13
-71,-82,-77,-52,13
-61,-84,-79,-53,13
-72,-75,-77,-52,13
-72,-83,-77,-52,13
-60,-84,-79,-52,13
-71,-76,-80,-55,13
-71,-82,-79,-52,13
-77,-75,-79,-51,13
-71,-78,-77,-55,13
-70,-86,-85,-53,13
-72,-77,-85,-54,13
-72,-81,-74,-58,13
-82,-75,-74,-55,13
-57,-62,-80,-53,13
-73,-62,-80,-54,13
-72,-79,-75,-55,13
-74,-78,-80,-44,13
-74,-81,-66,-57,13
-74,-81,-77,-52,13
-73,-75,-74,-55,13
-64,-76,-78,-56,13
-89,-76,-78,-55,13
-89,-77,-61,-51,13
-74,-77,-81,-55,13
-72,-59,-81,-53,13
-73,-76,-75,-53,13
-81,-62,-69,-55,13
-72,-65,-77,-47,13
-72,-73,-84,-55,13
-77,-75,-74,-57,13
-76,-74,-74,-57,13
-75,-81,-76,-56,13
-69,-81,-78,-57,13
-91,-74,-74,-58,13
-71,-78,-78,-56,13
-71,-82,-78,-55,13
-75,-77,-64,-55,13
-70,-77,-70,-53,13
-70,-78,-70,-52,13
-73,-78,-70,-53,13
-76,-74,-78,-54,13
-83,-81,-76,-52,13
-74,-76,-83,-55,13
-74,-82,-81,-55,13
-74,-65,-81,-53,13
-60,-65,-81,-53,13
-60,-65,-65,-38,13
-58,-79,-81,-44,13
-94,-83,-79,-47,13
-72,-81,-76,-55,13
-71,-80,-76,-55,13
-71,-67,-66,-55,13
-99,-77,-81,-51,13
-62,-80,-81,-54,13
-57,-80,-81,-56,13
-57,-76,-76,-52,13
-81,-79,-76,-55,13
-72,-79,-76,-41,13
-75,-76,-61,-53,13
-77,-76,-79,-53,13
-72,-76,-80,-52,13
-74,-76,-80,-44,13
-74,-78,-76,-55,13
-62,-76,-83,-55,13
-71,-73,-75,-46,13
-98,-80,-77,-56,13
-88,-83,-77,-47,13
-88,-75,-77,-54,13
-77,-75,-82,-42,13
-77,-77,-74,-58,13
-77,-75,-80,-56,13
-75,-75,-70,-56,13
-69,-83,-79,-56,13
-94,-69,-78,-56,13
-62,-69,-73,-55,13
-81,-75,-61,-55,13
-86,-80,-77,-56,13
-83,-80,-61,-52,13
-71,-78,-61,-56,13
-74,-76,-66,-55,13
-85,-76,-67,-55,13
-74,-76,-79,-52,13
-74,-74,-79,-52,13
-84,-79,-78,-55,13
-86,-74,-77,-56,13
-93,-74,-77,-55,13
-77,-74,-80,-52,13
-71,-78,-84,-55,13
-85,-67,-75,-54,13
-71,-77,-77,-56,13
-72,-80,-77,-54,13
-68,-72,-78,-55,13
-81,-74,-81,-55,13
-71,-78,-76,-60,13
-70,-78,-77,-65,13
-57,-81,-77,-36,13
-61,-76,-71,-53,13
-71,-79,-71,-54,13
-72,-64,-76,-54,13
-70,-77,-76,-57,13
-76,-80,-76,-56,13
-76,-80,-77,-52,13
-72,-76,-68,-36,13
-80,-74,-67,-58,13
-77,-75,-79,-35,13
-70,-68,-79,-56,13
-73,-68,-75,-52,13
-74,-75,-71,-56,13
-74,-75,-78,-53,13
-82,-75,-69,-56,13
-85,-73,-78,-56,13
-81,-73,-91,-56,13
-81,-77,-91,-56,13
-71,-62,-80,-58,13
-71,-68,-77,-53,13
-71,-75,-77,-56,13
-82,-60,-78,-52,13
-73,-74,-78,-55,13
-70,-79,-79,-42,13
-85,-77,-82,-56,13
-74,-74,-61,-54,13
-74,-72,-78,-55,13
-71,-83,-77,-56,13
-73,-81,-77,-42,13
-68,-63,-81,-52,13
-70,-58,-76,-57,13
-69,-59,-76,-55,13
-75,-63,-83,-56,13
-70,-63,-79,-56,13
-70,-78,-79,-55,13
-62,-78,-79,-55,13
-74,-81,-68,-52,13
-75,-74,-68,-57,13
-72,-74,-61,-39,13
-91,-62,-80,-53,13
-76,-78,-63,-56,13
-74,-78,-82,-52,13
-75,-81,-79,-47,13
-66,-78,-82,-55,13
-72,-77,-82,-55,13
-71,-61,-80,-55,13
-83,-80,-78,-41,13
-71,-78,-78,-55,13
-58,-76,-81,-56,13
-81,-78,-79,-58,13
-87,-84,-81,-51,13
-58,-77,-81,-55,13
-84,-76,-65,-44,13
-74,-76,-77,-44,13
-70,-75,-77,-52,13
-70,-76,-80,-57,13
-73,-76,-80,-52,13
-71,-81,-76,-56,13
-72,-82,-76,-55,13
-76,-76,-77,-55,13
-88,-75,-80,-35,13
-73,-82,-77,-48,13
-74,-81,-80,-38,13
-72,-76,-77,-44,13
-73,-76,-79,-56,13
-70,-76,-79,-39,13
-74,-81,-68,-39,13
-82,-85,-84,-56,13
-73,-75,-79,-55,13
-85,-75,-79,-53,13
-85,-78,-81,-56,13
-85,-76,-78,-58,13
-79,-84,-75,-39,13
-70,-79,-71,-57,13
-71,-61,-79,-52,13
-75,-61,-78,-53,13
-72,-76,-69,-55,13
-72,-78,-80,-47,13
-87,-78,-80,-55,13
-73,-85,-77,-55,13
-73,-79,-61,-52,13
-84,-79,-67,-56,13
-71,-82,-83,-55,13
-81,-78,-61,-55,13
-88,-75,-61,-56,13
-86,-84,-61,-57,13
-57,-78,-78,-55,13
-87,-78,-78,-56,13
-56,-78,-85,-56,13
-79,-85,-61,-41,13
-60,-76,-82,-41,13
-84,-75,-76,-38,13
-84,-75,-76,-58,13
-87,-77,-66,-51,13
-87,-75,-66,-55,13
-85,-82,-79,-55,13
-85,-63,-78,-53,13
-97,-82,-77,-39,13
-72,-82,-76,-39,13
-74,-75,-75,-57,13
-81,-72,-77,-53,13
-85,-81,-77,-58,13
-85,-81,-85,-57,13
-71,-66,-73,-56,13
-74,-76,-80,-57,13
-73,-76,-80,-39,13
-59,-82,-82,-55,13
-70,-74,-80,-56,13
-72,-82,-80,-55,13
-70,-83,-79,-47,13
-84,-83,-82,-52,13
-69,-60,-77,-53,13
-69,-59,-84,-59,13
-85,-75,-76,-43,13
-74,-75,-81,-56,13
-72,-76,-76,-55,13
-70,-76,-76,-55,13
-76,-76,-80,-59,13
-72,-76,-80,-53,13
-78,-81,-77,-54,13
-74,-81,-59,-58,13
-79,-62,-59,-52,13
-72,-83,-79,-55,13
-73,-73,-64,-55,13
-71,-82,-76,-55,13
-71,-66,-60,-55,13
-70,-66,-58,-56,13
-72,-65,-58,-52,13
-71,-77,-78,-52,13
-77,-72,-78,-52,13
-82,-74,-78,-46,13
-72,-76,-79,-55,13
-71,-76,-82,-58,13
-71,-65,-77,-51,13
-77,-66,-78,-36,13
-80,-79,-83,-55,13
-79,-77,-78,-58,13
-72,-77,-72,-53,13
-58,-65,-79,-56,13
-83,-75,-77,-50,13
-83,-81,-63,-56,13
-83,-77,-66,-55,13
-76,-76,-66,-49,13
-84,-85,-80,-55,13
-84,-82,-80,-45,13
-73,-76,-80,-45,13
-73,-75,-80,-36,13
-75,-59,-78,-58,13
-73,-74,-61,-56,13
-72,-78,-83,-53,13
-89,-68,-78,-55,13
-70,-78,-76,-56,13
-70,-70,-71,-59,13
-84,-77,-84,-58,13
-69,-75,-84,-52,13
-70,-74,-76,-52,13
-71,-74,-67,-55,13
-84,-75,-67,-56,13
-84,-78,-78,-55,13
-73,-78,-78,-44,13
-73,-67,0,-54,14
-83,-78,-74,-64,14
-63,-78,-77,-60,14
-75,-74,-83,-63,14
-84,-68,-83,-58,14
-83,-58,-77,-58,14
-78,-59,-88,-60,14
-80,-79,-81,-59,14
-61,-80,-75,-45,14
-76,-64,-75,-62,14
-83,-65,-75,-59,14
-79,-77,-86,-64,14
-80,-61,-84,-48,14
-76,-72,-71,-61,14
-81,-70,-86,-50,14
-74,-78,-84,-64,14
-79,-72,-83,-58,14
-81,-73,-61,-60,14
-81,-71,-83,-59,14
-82,-77,-83,-60,14
-82,-73,-75,-64,14
-82,-74,-75,-60,14
-77,-75,-75,-60,14
-77,-73,-75,-60,14
-81,-76,-61,-64,14
-82,-77,-61,-63,14
-80,-72,-75,-63,14
-78,-77,-75,-60,14
-81,-78,-74,-64,14
-69,-63,-74,-63,14
-78,-78,-74,-44,14
-78,-76,-66,-60,14
-73,-77,-66,-60,14
-76,-74,-75,-60,14
-80,-58,-75,-60,14
-78,-65,-71,-60,14
-81,-77,-74,-63,14
-82,-77,-84,-45,14
-77,-76,-84,-59,14
-81,-77,-70,-52,14
-80,-68,-83,-60,14
-81,-62,-74,-64,14
-77,-78,-89,-61,14
-79,-74,-75,-64,14
-79,-64,-95,-60,14
-73,-76,-83,-47,14
-82,-77,-84,-59,14
-77,-76,-75,-59,14
-82,-77,-75,-59,14
-70,-59,-83,-64,14
-67,-77,-83,-48,14
-78,-78,-83,-58,14
-77,-78,-83,-61,14
-79,-76,-76,-60,14
-69,-68,-84,-60,14
-95,-77,-84,-60,14
-63,-76,-84,-58,14
-79,-72,-83,-71,14
-83,-77,-82,-60,14
-83,-62,-82,-59,14
-83,-78,-84,-64,14
-80,-77,-84,-60,14
-80,-65,-77,-49,14
-80,-71,-83,-47,14
-78,-72,-61,-60,14
-78,-72,-81,-64,14
